trip_id,booking_id,customer_id,customer_name,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_number,bus_type,driver_id,driver_name,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,seat_number,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,device_type,gps_enabled,complaint_raised
Trp002610,Bk59141866,Cust00193,Isha Desai,Female,18.0,Hyderabad,Rthy032,Kukatpally - Miyapur,Kukatpally,Miyapur,Ts05Cf6409,Non-Ac Seater,Drv0019,Rohan Kulkarni,2024-11-13,2026-07-30 17:50:00,17:50,2026-07-30 19:39:00,19:39,33.1,413,0.0,Cash,Website,C14,Completed,Nan,5.0,59.0,Clear,1,Monthly Pass,Android,True,No
Trp002158,Bk11359053,Cust00585,Riya Sharma,Male,21.0,Pune,Rtpu018,Kharadi - Magarpatta,Kharadi,Magarpatta,Mh28Cf6279,Premium Ac,Drv0062,Tanvi Reddy,02-Apr-2024,2026-07-30 21:20:00,21:20,2026-07-30 22:45:00,22:45,40.7,462,0.0,Cash,Corporate Portal,B15,Completed,Nan,3.0,65.1,Heavy Rain,False,Weekly Pass,Ios,True,0
Trp000564,Bk18190711,Cust00893,Kalpana Naidu,Male,35.0,Chennai,Rtch050,Tambaram - Adyar,Tambaram,Adyar,Tn48Cf3532,Ac Sleeper,Drv0083,Ananya Chopra,08/06/2024,2026-07-30 09:45:00,10:33,2026-07-30 10:06:00,10:54,8.4,120,0.0,Credit Card,Website,C3,Delayed-Completed,Nan,4.0,15.7,Rain,False,Monthly Pass,Web,Y,No
Trp001545,Bk67178585,Cust00024,Kavya Pillai,Female,31.0,Bangalore,Rtba024,Hebbal - Electronic City,Hebbal,Electronic City,Ka15Cf2976,Ac Sleeper,Drv0054,Vihaan Rao,"March 25, 2024",2026-07-30 17:20:00,17:20,2026-07-30 18:04:00,18:04,17.8,220,0.0,Upi,Mobile App,C11,Completed,Nan,5.0,92.3,Fog,1,Corporate Plan,Android,Yes,No
Trp000869,Bk79101242,Cust00697,Rohan Naidu,F,26.0,Hyderabad,Rthy032,Kukatpally - Miyapur,Kukatpally,Miyapur,Ts05Cf5681,Ac Sleeper,Drv0076,Arjun Joshi,25/02/2024,2026-07-30 14:45:00,14:49,2026-07-30 15:54:00,15:58,33.1,334,39.0,Cash,Corporate Portal,D6,Completed,Nan,4.0,81.7,Haze,False,Weekly Pass,Web,True,No
Trp000466,Bk65299543,Cust01094,Myra Singh,Male,21.0,Bangalore,Rtba021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Ka12Cf5952,Ac Seater,Drv0051,Lakshmi Kulkarni,04/11/2024,2026-07-30 10:35:00,10:48,2026-07-30 11:25:00,11:38,22.3,282,0.0,Debit Card,Mobile App,A7,Delayed-Completed,Nan,4.0,69.3,Rain,Yes,Monthly Pass,Ios,True,No
Trp003040,Bk83123805,Cust00545,Sunita Menon,Male,22.0,Pune,Rtpu017,Kharadi - Baner,Kharadi,Baner,Mh17Cf2891,Ac Seater,Drv0054,Vihaan Rao,2024-02-27,2026-07-30 10:40:00,10:45,2026-07-30 11:58:00,12:03,27.7,370,50.0,Upi,Mobile App,D15,Completed,Nan,5.0,36.3,Heavy Rain,1,Corporate Plan,Ios,1,0
Trp002812,Bk72622678,Cust00434,Divya Menon,F,42.0,Chennai,Rtch050,Tambaram - Adyar,Tambaram,Adyar,Tn14Cf9288,Non-Ac Seater,Drv0023,Reyansh Gupta,2024-08-01,2026-07-30 10:10:00,10:07,2026-07-30 10:26:00,10:23,8.4,88,0.0,Debit Card,Corporate Portal,A1,Completed,Nan,4.0,95.3,Rain,1,Single Ride,Web,Y,0
Trp001216,Bk53069160,Cust00355,Krishna Sharma,Male,29.0,Delhi Ncr,Rtde060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Dl30Cf5438,Non-Ac Seater,Drv0044,Kalpana Bhat,2024-02-02,2026-07-30 09:30:00,09:39,2026-07-30 10:48:00,10:57,31.3,Inr 391,0.0,Credit Card,Mobile App,B4,Completed,Nan,4.0,77.5,Heavy Rain,1,Monthly Pass,Android,True,No
Trp000224,Bk75469731,Cust00136,Aadhya Desai,F,37.0,Hyderabad,Rthy039,Uppal - Kondapur,Uppal,Kondapur,Ts27Cf8651,Ac Seater,Drv0054,Vihaan Rao,2024-10-14,2026-07-30 18:50:00,18:51,2026-07-30 20:13:00,20:14,25.9,301,0.0,Debit Card,Kiosk,C14,Completed,Nan,3.0,44.0,Cloudy,True,Weekly Pass,Ios,0,No
Trp002435,Bk92594165,Cust01315,Myra Agarwal,Male,41.0,Bangalore,Rtba030,Indiranagar - Yelahanka,Indiranagar,Yelahanka,Ka22Cf6238,Ac Seater,Drv0003,Ananya Rao,04-Jul-2024,2026-07-30 21:00:00,Nan,2026-07-30 21:30:00,Nan,10.1,0,0.0,Nan,Kiosk,A2,Cancelled,Driver Unavailable,4.0,58.5,Heavy Rain,False,Weekly Pass,Ios,Yes,Yes
Trp002766,Bk17893794,Cust00525,Vikram Nair,Female,29.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka07Cf1420,Non-Ac Seater,Drv0057,Arjun Iyer,2024-07-11,2026-07-30 17:15:00,17:15,2026-07-30 17:33:00,17:33,9.2,123,30.0,Debit Card,Kiosk,D9,Completed,Nan,4.0,22.8,Clear,1,Monthly Pass,Ios,True,No
Trp001383,Bk53901264,Cust00535,Tanvi Malhotra,Male,35.0,Bangalore,Rtba022,Hsr Layout - Bannerghatta Road,Hsr Layout,Bannerghatta Road,Ka04Cf2512,Premium Ac,Drv0039,Ananya Pillai,20-Nov-2024,2026-07-30 16:25:00,16:44,2026-07-30 18:38:00,18:57,40.7,489,80.0,Debit Card,Kiosk,C3,Delayed-Completed,Nan,2.0,59.9,Heavy Rain,0,Corporate Plan,Web,Y,0
Trp002359,Bk89117236,Cust01377,Shalini Patel,Female,32.0,Hyderabad,Rthy039,Uppal - Kondapur,Uppal,Kondapur,Ts04Cf3697,Premium Ac,Drv0085,Diya Desai,2024-05-14,2026-07-30 09:55:00,09:55,2026-07-30 10:51:00,10:51,25.9,376,0.0,Wallet,Kiosk,C4,Completed,Nan,4.0,138.8,Rain,False,Corporate Plan,Android,True,0
Trp001895,Bk75870971,Cust01057,Manoj Singh,Female,40.0,Delhi Ncr,Rtde051,Vasant Kunj - Saket,Vasant Kunj,Saket,Dl30Cf5438,Non-Ac Seater,Drv0016,Pooja Rao,2024-11-12,2026-07-30 11:30:00,11:35,2026-07-30 12:34:00,12:39,25.7,319,75.0,Upi,Corporate Portal,D7,Completed,Nan,5.0,50.3,Fog,False,Weekly Pass,Ios,True,0
Trp001958,Bk41835569,Cust01072,Ramesh Verma,Female,19.0,Bangalore,Rtba026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Ka07Cf1420,Non-Ac Seater,Drv0025,Kiara Shah,20/04/2024,2026-07-30 13:45:00,13:45,2026-07-30 15:10:00,Nan,39.4,460,0.0,Cash,Corporate Portal,C15,No-Show,Customer Request,4.0,93.9,Rain,0,Corporate Plan,Ios,True,0
Trp000639,Bk84711545,Cust01314,Arjun Kumar,F,45.0,Delhi Ncr,Rtde051,Vasant Kunj - Saket,Vasant Kunj,Saket,Dl29Cf8007,Ac Seater,Drv0010,Sai Iyer,24-Jul-2024,2026-07-30 19:50:00,19:50,2026-07-30 21:11:00,Nan,25.7,225,0.0,Net Banking,Mobile App,C9,No-Show,Customer Request,4.0,34.3,Clear,True,Corporate Plan,Android,No,0
Trp000960,Bk74535451,Cust00878,Lakshmi Kumar,M,36.0,Bangalore,Rtba023,Whitefield - Yelahanka,Whitefield,Yelahanka,Ka15Cf2124,Ac Seater,Drv0068,Sanjay Joshi,2024-09-12,2026-07-30 15:55:00,15:55,2026-07-30 17:47:00,Nan,35.1,415,0.0,Cash,Mobile App,A1,No-Show,Payment Failed,4.0,29.7,Heavy Rain,False,Corporate Plan,Web,Y,No
Trp001194,Bk79311893,Cust00370,Karan Malhotra,Female,18.0,Delhi Ncr,Rtde059,Saket - Faridabad,Saket,Faridabad,Dl27Cf6344,Premium Ac,Drv0045,Sunita Gupta,2024-03-13,2026-07-30 08:35:00,08:35,2026-07-30 09:35:00,Nan,25.9,319,0.0,Net Banking,Kiosk,A9,No-Show,Customer Request,4.0,67.4,Fog,1,Weekly Pass,Web,True,No
Trp000689,Bk23717972,Cust00830,Geeta Patel,M,40.0,Mumbai,Rtmu001,Ghatkopar - Vashi,Ghatkopar,Vashi,Mh48Cf9837,Ac Seater,Drv0016,Pooja Rao,20/05/2024,2026-07-30 06:20:00,Nan,2026-07-30 07:50:00,Nan,32.5,0,0.0,Nan,Mobile App,C14,Cancelled,Customer Request,4.0,58.5,Heavy Rain,No,Corporate Plan,Android,True,0
Trp003178,Bk74640696,Cust00064,Isha Mehta,Female,31.0,Hyderabad,Rthy032,Kukatpally - Miyapur,Kukatpally,Miyapur,Ts09Cf9751,Ac Seater,Drv0018,Ananya Sharma,01/11/2024,2026-07-30 10:25:00,11:08,2026-07-30 11:34:00,12:17,33.1,304,0.0,Credit Card,Kiosk,D7,Delayed-Completed,Nan,5.0,68.7,Clear,True,Monthly Pass,Android,No,0
Trp001596,Bk68855317,Cust00822,Krishna Iyer,Female,26.0,Bangalore,Rtba023,Whitefield - Yelahanka,Whitefield,Yelahanka,Ka14Cf6147,Ac Sleeper,Drv0017,Nan,2024-06-12,2026-07-30 14:35:00,14:35,2026-07-30 15:45:00,Nan,35.1,522,45.0,Wallet,Website,C11,No-Show,Customer Request,4.0,32.3,Fog,0,Weekly Pass,Web,Yes,0
Trp001920,Bk79855879,Cust00954,Aarav Bansal,Male,24.0,Hyderabad,Rthy040,Uppal - Gachibowli,Uppal,Gachibowli,Ts17Cf5050,Non-Ac Seater,Drv0066,Priya Naidu,2024-02-09,2026-07-30 17:50:00,17:52,2026-07-30 18:12:00,18:14,9.1,73,0.0,Credit Card,Kiosk,D7,Completed,Nan,5.0,45.4,Heavy Rain,Yes,Weekly Pass,Ios,True,0
Trp000835,Bk56184665,Cust00019,Ayaan Bansal,F,31.0,Chennai,Rtch043,Guindy - Anna Nagar,Guindy,Anna Nagar,Tn37Cf5930,Premium Ac,Drv0069,Anika Rao,2024-11-07,2026-07-30 18:05:00,18:05,2026-07-30 19:12:00,19:12,33.6,497,0.0,Credit Card,Kiosk,C8,Completed,Nan,3.0,56.2,Clear,1,Single Ride,Ios,1,No
Trp000704,Bk93023930,Cust01271,Aarav Singh,Male,43.0,Pune,Rtpu011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,Mh23Cf2127,Ac Sleeper,Drv0047,Rohan Bansal,28/08/2024,2026-07-30 19:25:00,19:25,2026-07-30 20:41:00,Nan,39.5,655,0.0,Net Banking,Corporate Portal,C7,No-Show,Customer Request,4.0,31.8,Heavy Rain,True,Corporate Plan,Android,True,0
Trp001357,Bk94100723,Cust01311,Swati Kapoor,Female,18.0,Pune,Rtpu017,Kharadi - Baner,Kharadi,Baner,Mh31Cf2193,Premium Ac,Drv0051,Lakshmi Kulkarni,2024-10-23,2026-07-30 09:35:00,09:35,2026-07-30 10:29:00,10:29,27.7,388,0.0,Upi,Website,B11,Completed,Nan,4.0,73.4,Heavy Rain,1,Weekly Pass,Web,Y,No
Trp002412,Bk44572972,Cust00884,Lakshmi Bhat,Male,18.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka04Cf2512,Premium Ac,Drv0011,Siddharth Agarwal,26-May-2024,2026-07-30 22:50:00,22:50,2026-07-30 23:09:00,23:09,9.2,122,0.0,Credit Card,Mobile App,D5,Completed,Nan,4.0,83.5,Clear,False,Single Ride,Ios,True,No
Trp003140,Bk71488265,Cust01184,Suresh Patel,F,30.0,Hyderabad,Rthy040,Uppal - Gachibowli,Uppal,Gachibowli,Ts26Cf4997,Ac Sleeper,Drv0064,Nikhil Naidu,2024-07-13,2026-07-30 14:25:00,14:25,2026-07-30 14:48:00,14:48,9.1,121,0.0,Net Banking,Corporate Portal,C10,Completed,Nan,5.0,58.3,Cloudy,No,Weekly Pass,Web,True,No
Trp000779,Bk87197710,Cust00183,Vihaan Shah,Male,27.0,Chennai,Rtch042,Anna Nagar - Porur,Anna Nagar,Porur,Tn29Cf3607,Premium Ac,Drv0059,Aadhya Iyer,"December 02, 2024",2026-07-30 10:30:00,Nan,2026-07-30 11:35:00,Nan,33.4,0,0.0,Nan,Mobile App,A10,Cancelled,Bus Breakdown,4.0,58.5,Heavy Rain,True,Single Ride,Web,1,0
Trp000361,Bk64526122,Cust00583,Sai Kulkarni,Female,30.0,Chennai,Rtch045,Adyar - Tambaram,Adyar,Tambaram,Tn29Cf2982,Ac Sleeper,Drv0006,Anita Naidu,2024-03-24,2026-07-30 14:40:00,14:39,2026-07-30 15:39:00,15:38,20.9,345,0.0,Upi,Mobile App,B15,Completed,Nan,2.0,63.3,Fog,0,Corporate Plan,Android,Y,No
Trp001265,Bk38889909,Cust01335,Swati Verma,F,18.0,Mumbai,Rtmu006,Malad West - Lower Parel,Malad West,Lower Parel,Mh16Cf2290,Ac Seater,Drv0090,Rajesh Patel,2024-01-26,2026-07-30 17:05:00,Nan,2026-07-30 18:15:00,Nan,29.8,0,0.0,Nan,Corporate Portal,B2,Cancelled,Bus Breakdown,4.0,58.5,Cloudy,True,Monthly Pass,Web,True,Yes
Trp000367,Bk89860137,Cust01115,Rohan Sharma,Male,36.0,Hyderabad,Rthy036,Kondapur - Kukatpally,Kondapur,Kukatpally,Ts16Cf2235,Premium Ac,Drv0003,Ananya Rao,2024-04-01,2026-07-30 19:40:00,19:49,2026-07-30 21:26:00,21:35,34.6,528,0.0,Credit Card,Corporate Portal,C15,Completed,Nan,4.0,71.6,Clear,Yes,Single Ride,Android,1,0
Trp002189,Bk27995518,Cust00386,Vikram Agarwal,Male,26.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka39Cf4450,Non-Ac Seater,Drv0048,Divya Rao,2024-08-12,2026-07-30 10:00:00,10:00,2026-07-30 10:28:00,10:28,9.2,126,14.0,Wallet,Mobile App,C9,Completed,Nan,3.0,48.3,Clear,Yes,Single Ride,Ios,1,0
Trp001137,Bk92482716,Cust00614,Divya Rao,Female,19.0,Mumbai,Rtmu003,Andheri East - Powai,Andheri East,Powai,Mh16Cf4266,Ac Seater,Drv0007,Ramesh Gupta,2024-12-18,2026-07-30 20:15:00,20:15,2026-07-30 21:09:00,21:09,22.8,182,0.0,Cash,Kiosk,C12,Completed,Nan,4.0,27.1,Fog,Yes,Corporate Plan,Ios,Yes,0
Trp000390,Bk75990558,Cust00459,Neha Joshi,Other,28.0,Hyderabad,Rthy033,Miyapur - Kondapur,Miyapur,Kondapur,Ts37Cf4114,Non-Ac Seater,Drv0016,Pooja Rao,2024-10-20,2026-07-30 22:30:00,Nan,2026-07-30 23:51:00,Nan,30.4,Inr 0,81.0,Nan,Mobile App,A1,Cancelled,Bus Breakdown,4.0,58.5,Heavy Rain,False,Corporate Plan,Android,True,No
Trp001008,Bk64763549,Cust00981,Aarav Bhat,Female,36.0,Mumbai,Rtmu004,Thane West - Bkc,Thane West,Bkc,Mh23Cf4441,Ac Sleeper,Drv0041,Rohan Shah,2024-04-17,2026-07-30 19:05:00,Nan,2026-07-30 21:18:00,Nan,41.7,0,0.0,Nan,Kiosk,C12,Cancelled,Customer Request,4.0,58.5,Cloudy,1,Corporate Plan,Web,True,No
Trp002332,Bk87702433,Cust00599,Suresh Malhotra,Female,26.0,Mumbai,Rtmu001,Ghatkopar - Vashi,Ghatkopar,Vashi,Mh16Cf7658,Premium Ac,Drv0014,Shalini Chopra,16/01/2024,2026-07-30 10:00:00,10:02,2026-07-30 11:17:00,11:19,32.5,372,0.0,Upi,Corporate Portal,B13,Completed,Nan,4.0,71.7,Heavy Rain,Yes,Corporate Plan,Ios,Yes,No
Trp002559,Bk75043457,Cust00987,Anika Joshi,M,25.0,Bangalore,Rtba024,Hebbal - Electronic City,Hebbal,Electronic City,Ka39Cf4450,Non-Ac Seater,Drv0089,Rajesh Nair,2024-10-13,2026-07-30 18:10:00,18:10,2026-07-30 18:52:00,18:52,17.8,185,0.0,Credit Card,Website,B2,Completed,Nan,3.0,93.8,Clear,0,Monthly Pass,Ios,True,0
Trp002553,Bk91107655,Cust01358,Ayaan Sharma,Male,18.0,Chennai,Rtch041,Adyar - Guindy,Adyar,Guindy,Tn03Cf6688,Premium Ac,Drv0027,Aditya Naidu,2024-03-17,2026-07-30 06:45:00,06:45,2026-07-30 07:20:00,07:20,18.2,226,0.0,Credit Card,Corporate Portal,C5,Completed,Nan,4.0,26.5,Rain,No,Monthly Pass,Ios,True,0
Trp002847,Bk50697790,Cust01035,Rohan Patel,Female,18.0,Bangalore,Rtba030,Indiranagar - Yelahanka,Indiranagar,Yelahanka,Ka18Cf2137,Non-Ac Seater,Drv0081,Divya Patel,2024-02-13,2026-07-30 13:30:00,13:34,2026-07-30 14:01:00,14:05,10.1,119,0.0,Debit Card,Website,B15,Completed,Nan,5.0,92.9,Heavy Rain,No,Weekly Pass,Web,True,0
Trp000985,Bk15707233,Cust00342,Kalpana Singh,Female,36.0,Hyderabad,Rthy035,Lb Nagar - Hitec City,Lb Nagar,Hitec City,Ts05Cf5681,Ac Sleeper,Drv0079,Priya Bansal,2024-01-13,2026-07-30 19:15:00,19:15,2026-07-30 20:00:00,20:00,14.0,Inr 233,0.0,Credit Card,Website,B9,Completed,Nan,5.0,89.5,Haze,No,Single Ride,Android,Yes,No
Trp000928,Bk14175876,Cust01020,Isha Shah,F,32.0,Chennai,Rtch044,Velachery - Omr,Velachery,Omr,Tn29Cf3607,Premium Ac,Drv0072,Vihaan Patel,2024-01-31,2026-07-30 14:10:00,Nan,2026-07-30 15:05:00,Nan,26.1,0,0.0,Nan,Kiosk,B12,Cancelled,Driver Unavailable,4.0,58.5,Cloudy,No,Single Ride,Ios,True,0
Trp000175,Bk69007608,Cust00207,Ramesh Naidu,Male,32.0,Pune,Rtpu014,Shivajinagar - Aundh,Shivajinagar,Aundh,Mh17Cf2891,Ac Seater,Drv0024,Isha Patel,2024-01-14,2026-07-30 07:10:00,07:10,2026-07-30 07:31:00,07:31,9.3,87,0.0,Credit Card,Website,D10,Completed,Nan,3.0,28.9,Clear,No,Weekly Pass,Web,False,No
Trp000558,Bk92635787,Cust00285,Lakshmi Kapoor,M,40.0,Bangalore,Rtba023,Whitefield - Yelahanka,Whitefield,Yelahanka,Ka15Cf2976,Ac Sleeper,Drv0030,Sai Bansal,2024-12-04,2026-07-30 17:35:00,17:38,2026-07-30 19:21:00,19:24,35.1,521,0.0,Debit Card,Website,A6,Completed,Nan,5.0,27.4,Haze,False,Single Ride,Web,False,0
Trp002466,Bk14313558,Cust01079,Rahul Joshi,Male,29.0,Hyderabad,Rthy039,Uppal - Kondapur,Uppal,Kondapur,Ts12Cf9548,Non-Ac Seater,Drv0058,Manoj Kulkarni,22/08/2024,2026-07-30 16:40:00,16:40,2026-07-30 17:58:00,Nan,25.9,235,12.0,Cash,Mobile App,A14,No-Show,Customer Request,4.0,71.5,Heavy Rain,No,Single Ride,Ios,True,1
Trp000185,Bk71286924,Cust00712,Isha Shah,Female,38.0,Chennai,Rtch046,Omr - T Nagar,Omr,T Nagar,Tn49Cf4937,Premium Ac,Drv0006,Anita Naidu,"November 27, 2024",2026-07-30 20:45:00,20:46,2026-07-30 21:48:00,21:49,32.0,613,0.0,Debit Card,Corporate Portal,C13,Completed,Nan,4.0,63.2,Rain,No,Monthly Pass,Web,1,No
Trp002831,Bk14987561,Cust00514,Priya Rao,Male,28.0,Hyderabad,Rthy034,Gachibowli - Hitec City,Gachibowli,Hitec City,Ts32Cf8886,Ac Sleeper,Drv0064,Nikhil Naidu,16-Jan-2024,2026-07-30 18:15:00,18:15,2026-07-30 19:03:00,19:03,20.6,324,52.0,Credit Card,Mobile App,A9,Completed,Nan,2.0,24.0,Fog,No,Single Ride,Ios,Yes,0
Trp001136,Bk87989923,Cust01020,Isha Shah,Female,32.0,Hyderabad,Rthy035,Lb Nagar - Hitec City,Lb Nagar,Hitec City,Ts02Cf7371,Non-Ac Seater,Drv0040,Lakshmi Shah,11/08/2024,2026-07-30 19:45:00,19:50,2026-07-30 20:21:00,20:26,14.0,191,0.0,Debit Card,Corporate Portal,D1,Completed,Nan,3.0,62.7,Cloudy,No,Corporate Plan,Ios,True,0
Trp001682,Bk65348591,Cust00685,Isha Shah,Female,39.0,Bangalore,Rtba027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,Ka26Cf3144,Non-Ac Seater,Drv0015,Kalpana Bansal,24/06/2024,2026-07-30 10:15:00,10:16,2026-07-30 11:35:00,11:36,33.5,302,0.0,Credit Card,Website,D4,Completed,Nan,5.0,45.3,Rain,Yes,Single Ride,Ios,1,No
Trp000633,Bk41790179,Cust00191,Shalini Pillai,Male,28.0,Delhi Ncr,Rtde060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Dl46Cf9041,Premium Ac,Drv0077,Isha Malhotra,21/11/2024,2026-07-30 17:30:00,17:30,2026-07-30 18:53:00,Nan,31.3,391,0.0,Debit Card,Kiosk,C6,No-Show,Payment Failed,4.0,27.8,Cloudy,True,Monthly Pass,Android,True,0
Trp002004,Bk78083554,Cust00946,Ayaan Bansal,Male,32.0,Delhi Ncr,Rtde052,Rohini - Faridabad,Rohini,Faridabad,Dl08Cf5920,Non-Ac Seater,Drv0077,Isha Malhotra,2024-12-25,2026-07-30 07:45:00,07:53,2026-07-30 09:28:00,09:36,31.0,264,0.0,Cash,Website,D3,Completed,Nan,3.0,80.2,Cloudy,True,Single Ride,Web,Yes,0
Trp000188,Bk67890079,Cust00990,Swati Singh,F,26.0,Pune,Rtpu016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Mh24Cf3646,Ac Seater,Drv0079,Priya Bansal,2024-08-12,2026-07-30 18:30:00,19:17,2026-07-30 19:29:00,20:16,20.5,196,0.0,Credit Card,Website,A15,Delayed-Completed,Nan,4.0,91.7,Heavy Rain,True,Corporate Plan,Web,True,0
Trp001506,Bk79716142,Cust00353,Suresh Rao,Female,30.0,Hyderabad,Rthy037,Kukatpally - Uppal,Kukatpally,Uppal,Ts43Cf7211,Ac Sleeper,Drv0084,Myra Patel,2024-08-01,2026-07-30 10:00:00,10:00,2026-07-30 10:38:00,10:38,16.0,274,0.0,Wallet,Mobile App,A5,Completed,Nan,1.0,47.1,Clear,Yes,Weekly Pass,Web,1,0
Trp003037,Bk77213931,Cust00976,Sanjay Kapoor,F,20.0,Pune,Rtpu015,Baner - Kharadi,Baner,Kharadi,Mh06Cf5569,Premium Ac,Drv0002,Vivaan Naidu,2024-04-21,2026-07-30 15:10:00,15:10,2026-07-30 16:23:00,16:23,24.4,378,0.0,Net Banking,Mobile App,C10,Completed,Nan,3.0,31.7,Haze,0,Corporate Plan,Web,Yes,No
Trp000179,Bk41920912,Cust00865,Arjun Menon,Female,29.0,Chennai,Rtch049,Velachery - Tambaram,Velachery,Tambaram,Tn16Cf5562,Premium Ac,Drv0042,Kiara Iyer,2024-07-10,2026-07-30 07:55:00,Nan,2026-07-30 09:08:00,Nan,37.6,0,37.0,Nan,Corporate Portal,D4,Cancelled,Route Diverted,4.0,58.5,Fog,False,Monthly Pass,Web,1,0
Trp002166,Bk55841477,Cust00984,Geeta Reddy,Female,29.0,Pune,Rtpu019,Kothrud - Magarpatta,Kothrud,Magarpatta,Mh04Cf5262,Premium Ac,Drv0034,Shalini Gupta,2024-05-02,2026-07-30 18:30:00,18:30,2026-07-30 18:56:00,18:56,10.7,206,0.0,Cash,Mobile App,A1,Completed,Nan,3.0,16.5,Rain,1,Monthly Pass,Web,True,0
Trp000942,Bk82704073,Cust00128,Riya Gupta,F,23.0,Chennai,Rtch046,Omr - T Nagar,Omr,T Nagar,Tn31Cf9238,Ac Sleeper,Drv0059,Aadhya Iyer,2024-04-25,2026-07-30 16:45:00,16:45,2026-07-30 18:08:00,18:08,32.0,356,0.0,Wallet,Website,B13,Completed,Nan,4.0,21.5,Clear,False,Weekly Pass,Android,1,No
Trp002206,Bk53021285,Cust00269,Suresh Joshi,Other,35.0,Mumbai,Rtmu006,Malad West - Lower Parel,Malad West,Lower Parel,Mh07Cf8119,Non-Ac Seater,Drv0058,Manoj Kulkarni,2024-01-27,2026-07-30 13:55:00,14:24,2026-07-30 15:04:00,15:33,29.8,311,0.0,Upi,Kiosk,C7,Delayed-Completed,Nan,3.0,22.5,Haze,No,Corporate Plan,Ios,Y,0
Trp001161,Bk38912178,Cust00347,Neha Shah,Male,21.0,Bangalore,Rtba029,Yelahanka - Hsr Layout,Yelahanka,Hsr Layout,Ka22Cf6238,Ac Seater,Drv0079,Priya Bansal,2024-09-08,2026-07-30 15:30:00,15:25,2026-07-30 16:22:00,16:17,27.2,226,0.0,Credit Card,Corporate Portal,A1,Completed,Nan,4.0,84.3,Fog,No,Single Ride,Android,Y,No
Trp000231,Bk28112562,Cust00367,Rohan Naidu,Male,31.0,Mumbai,Rtmu005,Lower Parel - Mulund,Lower Parel,Mulund,Mh03Cf6413,Ac Seater,Drv0035,Aditya Bhat,30-Sep-2024,2026-07-30 09:55:00,10:16,2026-07-30 10:26:00,10:47,10.9,121,0.0,Credit Card,Corporate Portal,B12,Delayed-Completed,Nan,4.0,87.7,Clear,True,Weekly Pass,Android,Yes,0
Trp000103,Bk72391513,Cust01272,Siddharth Naidu,F,32.0,Delhi Ncr,Rtde057,Rohini - Indirapuram,Rohini,Indirapuram,Dl46Cf9041,Premium Ac,Drv0006,Anita Naidu,25/11/2024,2026-07-30 17:10:00,17:13,2026-07-30 17:30:00,17:33,10.3,123,0.0,Debit Card,Kiosk,D4,Completed,Nan,4.0,48.0,Haze,True,Corporate Plan,Android,Yes,0
Trp002949,Bk58809791,Cust00810,Sai Reddy,Female,25.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka08Cf9779,Ac Sleeper,Drv0060,Sunita Menon,2024-04-24,2026-07-30 20:10:00,20:12,2026-07-30 20:28:00,20:30,9.2,102,0.0,Net Banking,Website,C10,Completed,Nan,3.0,89.7,Clear,True,Monthly Pass,Web,True,0
Trp000632,Bk70597233,Cust00538,Nikhil Kumar,Male,24.0,Hyderabad,Rthy040,Uppal - Gachibowli,Uppal,Gachibowli,Ts09Cf9751,Ac Seater,Drv0020,Sneha Mehta,2024-10-31,2026-07-30 12:10:00,12:09,2026-07-30 12:27:00,12:26,9.1,105,0.0,Debit Card,Kiosk,C10,Completed,Nan,5.0,67.1,Cloudy,0,Corporate Plan,Android,Yes,No
Trp000521,Bk41211039,Cust00272,Kavya Iyer,Female,24.0,Bangalore,Rtba023,Whitefield - Yelahanka,Whitefield,Yelahanka,Ka28Cf8973,Ac Sleeper,Drv0087,Aarav Naidu,2024-12-18,2026-07-30 06:20:00,06:23,2026-07-30 07:26:00,07:29,35.1,590,0.0,Upi,Website,B11,Completed,Nan,5.0,34.3,Cloudy,False,Single Ride,Ios,N,No
Trp002390,Bk51598647,Cust00407,Vihaan Rao,Female,18.0,Bangalore,Rtba026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Ka14Cf8449,Non-Ac Seater,Drv0031,Diya Chopra,2024-01-24,2026-07-30 06:10:00,06:10,2026-07-30 07:26:00,07:26,39.4,389,0.0,Upi,Mobile App,C9,Completed,Nan,5.0,50.7,Rain,False,Single Ride,Android,1,0
